id,nwo,task,pr_deploy_pattern,created_at,environment,branch,pr_url,pr_owner,user,room,ci_status,commented_reviews_count,approved_review_count,rejected_reviews_count,dismissed_reviews_count,last_commit_at,last_approval_at,last_commit_url,forced,reason,compliant
2020-06-25 13:49:18 -0400,2020-06-26 13:48:18 -0400,,2020-06-26 13:49:20 -0400
